職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),学校・公的機関（官公庁）,土日祝のみ勤務,Wordのスキルを活かす,勤務地　最寄駅1（分）,お仕事No.,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,フラグオプション選択,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,英語力不要,休日休暇(日曜日),社員食堂あり,10時以降出社OK,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,休日休暇(土曜日),休日休暇(木曜日),（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,土日祝休み,給与/交通費　交通費,休日休暇(金曜日),扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,残業なし
3,0,3,1,0,3,0,22030,0,0,0,0,1,1,2203545230,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,40,0,21000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1600,1,110,0
3,0,0,1,0,4,0,20020,0,0,0,0,1,4,2203533979,0,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,37,0,28000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1650,1,109,0
3,0,7,1,0,10,0,20030,0,0,0,0,1,12,2203547853,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,39,0,21000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1600,1,116,1
3,0,2,0,0,14,0,20020,0,0,0,0,1,7,2203493746,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,40,1,29300,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,108,1
3,0,2,0,0,14,0,20020,0,0,0,0,1,7,2203493746,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,40,1,29300,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,108,1
3,0,2,0,0,6,0,20020,1,0,1,0,1,7,2203545072,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,30000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,103,1
3,0,5,0,0,11,0,22020,0,0,0,0,1,3,2203535754,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,32,0,22000,13,0,1,0,5,1,0,0,1,0,1,1,3,0,0,1500,1,116,0
3,0,5,0,0,11,0,22020,0,0,0,0,1,3,2203535754,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,32,0,22000,13,0,1,0,5,1,0,0,1,0,1,1,3,0,0,1500,1,116,0
3,0,2,0,0,6,0,22030,1,0,0,0,1,7,2203524405,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,35,0,26000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,113,1
3,0,0,0,0,3,0,22030,0,0,0,0,1,1,2203538288,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,40,0,22000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,103,1
3,0,5,0,0,40,0,20020,0,0,0,0,1,5,2203542706,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,35,1,27000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,104,1
3,0,5,0,0,40,0,20020,0,0,0,0,1,5,2203542706,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,35,1,27000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,104,1
4,0,0,1,0,6,0,22030,1,0,0,0,1,5,2203502233,1,0,0,0,0,0,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,35,0,27000,13,0,0,0,4,1,0,0,1,0,0,1,3,0,0,1720,1,101,1
4,0,0,1,0,6,0,22030,1,0,0,0,1,5,2203502233,1,0,0,0,0,0,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,35,0,27000,13,0,0,0,4,1,0,0,1,0,0,1,3,0,0,1720,1,101,1
3,0,5,0,0,11,0,20020,0,0,0,0,1,3,2203544398,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,32,0,27000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1680,1,103,1
3,0,5,0,0,11,0,20020,0,0,0,0,1,3,2203544398,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,32,0,27000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1680,1,103,1
3,0,0,0,0,13,0,20020,1,0,0,0,1,3,2203516692,0,0,0,0,0,0,5,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,40,0,28000,13,0,0,0,1,1,1,0,1,0,1,1,3,0,0,1460,1,106,0
3,0,6,0,0,32,0,22030,1,0,0,0,1,5,2203543903,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,35,0,27002,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,103,1
3,0,4,1,0,70,0,20310,0,0,0,0,1,4,2203543824,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,37,0,26000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,103,0
3,0,4,1,0,70,0,20310,0,0,0,0,1,4,2203543824,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,37,0,26000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,103,0
3,0,1,1,0,9,0,20030,0,0,0,0,1,5,2203530094,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,23000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,109,1
3,0,7,0,0,12,0,20020,0,0,0,0,1,1,2203530632,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,34,1,28000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,101,1
3,0,7,0,0,12,0,20020,0,0,0,0,1,1,2203530632,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,34,1,28000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,101,1
3,0,1,1,0,7,1,22030,0,0,0,0,1,8,2203472271,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,31,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1680,1,113,0
3,0,6,1,0,5,0,20020,0,0,0,0,1,7,2203545273,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,36,0,22000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,104,0
3,0,10,0,0,1,0,22020,0,0,0,0,1,15,2203489719,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,48,1,27000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1800,1,108,0
3,0,10,0,0,1,0,22020,0,0,0,0,1,15,2203489719,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,48,1,27000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1800,1,108,0
3,0,4,0,0,8,0,20020,1,0,0,0,1,2,2203545271,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,42,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1550,1,101,1
2,0,0,0,0,3,0,20020,0,0,0,0,1,7,2203531111,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,27000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,113,1
2,0,0,0,0,3,0,20020,0,0,0,0,1,7,2203531111,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,27000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,113,1
3,0,8,1,1,10,0,20020,1,0,0,0,1,3,2203487336,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,43,1,26000,13,0,0,0,2,1,0,0,1,0,1,1,2,0,0,1700,1,103,1
3,0,6,1,0,50,0,20020,1,0,0,0,1,3,2203525717,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,30000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1700,1,103,1
3,0,6,1,0,50,0,20020,1,0,0,0,1,3,2203525717,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,30000,13,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1700,1,103,1
3,0,5,0,0,55,0,20020,0,0,0,0,1,5,2203531739,1,0,0,0,0,3,5,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,32,0,28000,13,0,0,0,1,1,1,0,1,0,1,1,3,0,0,1530,1,104,1
3,0,5,0,0,11,0,20020,0,0,0,0,1,10,2203487288,1,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,37,0,21000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,116,0
3,0,5,0,0,11,0,20020,0,0,0,0,1,10,2203487288,1,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,37,0,21000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,116,0
3,0,7,0,0,4,0,20020,0,0,0,0,1,2,2203548028,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,45,0,21000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,103,0
3,0,3,0,0,4,0,20030,0,0,0,0,1,10,2203549518,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,29000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,110,1
3,0,7,0,0,3,0,22030,1,0,0,0,1,6,2203543366,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,42,0,21000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1380,1,104,1
3,0,3,0,0,15,0,20710,1,0,0,0,1,2,2203504560,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,30,0,29000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1550,1,113,0
3,0,3,0,0,15,0,20710,1,0,0,0,1,2,2203504560,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,30,0,29000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1550,1,113,0
3,0,3,0,0,70,0,20020,0,0,0,0,0,1,2203547207,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,36,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1550,1,102,1
3,0,7,0,0,13,0,20020,0,0,0,0,1,5,2203546736,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,43,0,27000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,103,1
3,0,3,0,0,6,0,20030,0,0,0,0,1,5,2203531904,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,38,0,21000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1700,1,105,1
3,0,7,0,0,6,0,20020,0,0,0,0,1,12,2203504585,1,0,0,0,0,0,5,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,29,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,113,0
3,0,7,0,0,6,0,20020,0,0,0,0,1,12,2203504585,1,0,0,0,0,0,5,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,29,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,113,0
3,0,1,0,0,9,0,22030,1,0,0,0,1,5,2203545887,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,41,0,22000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,114,1
3,0,1,0,0,9,0,22030,1,0,0,0,1,5,2203545887,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,41,0,22000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,114,1
3,0,1,1,0,10,0,20020,0,0,0,0,1,5,2203508653,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,31,0,29000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,104,0
3,0,1,1,0,10,0,20020,0,0,0,0,1,5,2203508653,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,31,0,29000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,104,0
3,0,3,0,0,20,1,20020,1,0,0,0,1,5,2203529112,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,37,0,29000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,104,0
3,0,3,0,0,20,1,20020,1,0,0,0,1,5,2203529112,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,37,0,29000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,104,0
3,0,5,1,0,4,0,20020,0,0,0,0,1,10,2203543588,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,22000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1630,1,101,1
3,0,5,1,0,4,0,20020,0,0,0,0,1,10,2203543588,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,22000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1630,1,101,1
3,0,4,0,0,8,0,20040,0,0,0,0,1,5,2203537517,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,36,0,29000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1630,1,105,1
3,0,4,0,0,8,0,20040,0,0,0,0,1,5,2203537517,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,36,0,29000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1630,1,105,1
3,0,8,1,0,5,0,20020,0,0,0,0,1,7,2203532168,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,26000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,108,1
3,0,8,1,0,5,0,20020,0,0,0,0,1,7,2203532168,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,26000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,108,1
3,0,0,0,0,1,0,20020,0,0,0,0,1,5,2203502517,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,43,1,26000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1700,1,109,1
3,0,9,1,0,19,0,20020,0,0,0,0,1,7,2203549411,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,44,0,26000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,103,1
3,0,5,0,0,4,0,22020,1,0,0,0,0,3,2203510420,0,0,0,0,0,0,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,34,0,27000,13,0,0,0,2,1,0,0,1,0,0,1,3,0,0,1710,1,103,1
3,0,0,0,0,7,0,22030,1,0,0,0,0,6,2203545422,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,29,0,29300,13,0,1,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,113,1
3,0,1,0,0,7,1,22030,0,0,0,0,1,8,2203472170,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,31,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1680,1,113,0
3,0,7,0,1,8,1,22020,0,0,0,0,0,1,2203549191,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,35,0,23000,13,0,0,0,1,1,0,0,1,0,1,1,2,0,0,1700,1,103,0
3,0,7,0,1,8,1,22020,0,0,0,0,0,1,2203549191,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,35,0,23000,13,0,0,0,1,1,0,0,1,0,1,1,2,0,0,1700,1,103,0
3,0,2,1,0,10,0,22020,0,0,0,0,1,7,2203537327,1,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,30,0,26000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,108,0
3,0,0,0,0,3,0,22030,0,0,0,0,1,5,2203522399,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,45,1,22000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1700,1,109,0
3,0,3,0,0,7,1,20310,1,0,0,0,1,2,2203534046,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,33,1,26000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,103,0
3,0,6,1,0,7,0,20020,0,0,0,0,1,1,2203526186,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,37,1,26000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,114,0
3,0,6,1,0,7,0,20020,0,0,0,0,1,1,2203526186,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,37,1,26000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,114,0
3,0,9,0,0,30,0,20020,0,0,0,0,1,6,2203501802,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,39,0,28000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,105,1
3,0,5,0,0,4,0,22030,0,0,0,0,1,5,2203511363,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,35,0,27000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1650,1,104,1
3,0,6,0,0,7,1,22020,0,0,0,0,1,20,2203533206,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,41,0,27000,13,0,1,0,3,1,0,0,1,0,1,1,3,0,0,1560,1,119,0
3,0,6,1,0,7,0,20020,0,0,0,0,1,2,2203506169,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,46,0,28000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,104,1
3,0,6,1,0,7,0,20020,0,0,0,0,1,2,2203506169,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,46,0,28000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1600,1,104,1
3,0,7,0,0,3,0,20030,0,0,0,0,1,5,2203544629,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,48,0,29000,13,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1550,1,113,1
3,0,3,0,0,10,0,20030,1,0,0,0,1,3,2203541541,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,33,0,29000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1550,1,107,0
3,0,3,0,0,10,0,20030,1,0,0,0,1,3,2203541541,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,33,0,29000,13,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1550,1,107,0
3,0,0,1,0,6,0,20020,0,0,0,0,0,8,2203452008,1,0,0,0,0,0,5,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,30,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,113,0
3,0,4,0,0,7,0,22030,0,0,0,0,1,15,2203542659,0,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,44,0,22000,13,0,1,0,2,1,0,0,1,0,1,1,3,0,0,1750,1,103,0
3,0,7,0,0,6,0,20020,0,0,0,0,1,8,2203508593,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,33,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1530,1,116,1
3,0,7,0,0,6,0,20020,0,0,0,0,1,8,2203508593,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,33,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1530,1,116,1
3,0,3,1,0,8,0,22030,0,0,0,0,1,3,2203515788,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,30,0,21000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,104,1
3,0,3,1,0,8,0,22030,0,0,0,0,1,3,2203515788,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,30,0,21000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,104,1
3,0,8,0,0,5,0,20020,0,0,0,0,1,11,2203526265,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,43,0,26000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1650,1,108,1
3,0,8,0,0,5,0,20020,0,0,0,0,1,11,2203526265,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,43,0,26000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1650,1,108,1
3,0,3,0,0,4,0,22020,1,0,0,0,1,5,2203513711,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,42,0,27002,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1650,1,104,1
3,0,8,1,0,10,1,20020,0,0,0,0,1,3,2203532417,1,0,0,0,0,1,5,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,23000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1750,1,101,0
3,0,8,1,0,10,1,20020,0,0,0,0,1,3,2203532417,1,0,0,0,0,1,5,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,23000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1750,1,101,0
3,0,7,1,1,9,0,20020,1,0,0,0,1,2,2203547364,1,0,0,0,0,3,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,40,0,27000,13,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1550,1,103,1
3,0,4,0,0,14,0,22030,0,0,0,0,1,1,2203539745,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,33,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1670,1,101,1
3,0,7,0,0,3,0,22030,0,0,0,0,1,6,2203517133,1,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,40,0,23000,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,113,0
3,0,8,0,0,5,0,20020,0,0,0,0,1,6,2203546601,1,0,1,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,43,0,29000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1700,1,103,1
3,0,1,0,0,16,0,20020,0,0,0,0,1,8,2203541502,1,0,0,0,0,3,5,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,35,0,29000,13,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,104,0
3,0,6,0,0,200,1,20020,0,0,0,0,1,8,2203478595,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,28,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,113,0
3,0,6,0,0,200,1,20020,0,0,0,0,1,8,2203478595,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,28,0,27002,13,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1700,1,113,0
3,0,4,0,1,8,0,20040,0,0,0,0,1,9,2203510048,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,34,0,27000,13,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1550,1,104,1
3,0,7,0,1,14,0,20030,1,0,0,0,1,6,2203522471,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,40,0,27002,13,0,0,0,3,1,0,0,1,0,0,1,2,0,0,1700,1,101,1
3,0,7,0,1,14,0,20030,1,0,0,0,1,6,2203522471,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,40,0,27002,13,0,0,0,3,1,0,0,1,0,0,1,2,0,0,1700,1,101,1
3,0,8,0,0,20,0,20030,0,0,0,0,1,8,2203540584,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,22000,13,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1600,1,109,1
3,0,7,0,1,6,0,22020,0,0,0,0,1,10,2203536293,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,45,0,23000,13,0,1,0,1,1,0,0,1,0,1,1,2,0,0,1700,1,104,0
3,0,7,0,1,6,0,22020,0,0,0,0,1,10,2203536293,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,45,0,23000,13,0,1,0,1,1,0,0,1,0,1,1,2,0,0,1700,1,104,0
